EmpName,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,Department,salary
Alfred McGee,0.28,0.51,3.0,124.0,3.0,0,0,technical,low
Albert Taylor,0.55,0.65,3.0,207.0,3.0,0,0,technical,low
Douglas Rodgers,0.91,0.53,3.0,273.0,6.0,0,0,management,low
Willie Stone,0.53,0.98,3.0,219.0,4.0,0,0,IT,low
Ryan Cummings,0.87,0.74,4.0,207.0,3.0,0,0,IT,low
Lily Hughes,0.57,0.6,4.0,248.0,4.0,0,0,IT,low
Stanley Howard,0.59,0.77,3.0,169.0,3.0,0,0,IT,low
Millie Mack,0.76,0.89,4.0,181.0,3.0,0,0,IT,low
Madge Ray,0.59,0.42,3.0,196.0,3.0,0,0,product_mng,low
Helen Glover,0.5,0.54,3.0,254.0,2.0,0,0,product_mng,low
Eugene Logan,0.55,0.55,4.0,191.0,4.0,0,0,product_mng,low
Ethan Adkins,0.92,0.53,3.0,238.0,2.0,0,0,product_mng,low
Lena Hicks,0.8,0.51,5.0,196.0,3.0,0,0,IT,low
Bradley Bennett,0.93,0.66,4.0,228.0,3.0,0,0,RandD,low
Larry Chavez,0.67,0.57,4.0,165.0,3.0,0,0,RandD,low
Dominic Hogan,0.78,0.55,3.0,144.0,2.0,0,0,RandD,low
Angel Douglas,0.61,0.7,4.0,243.0,3.0,0,0,RandD,low
Samuel Ward,0.74,0.84,3.0,206.0,3.0,0,0,RandD,low
Mario Moss,0.5,0.49,3.0,180.0,3.0,1,0,marketing,low
Emilie Cook,0.84,0.96,3.0,161.0,2.0,1,0,sales,low
Aaron Harrington,0.89,0.55,4.0,196.0,2.0,0,0,accounting,medium
Pauline Webb,0.77,0.89,5.0,152.0,3.0,0,0,support,medium
Joel Clarke,0.64,0.71,3.0,231.0,4.0,0,0,technical,medium
Don Rhodes,0.77,0.89,2.0,215.0,5.0,1,0,management,medium
Adrian Edwards,0.74,0.58,4.0,233.0,4.0,0,0,marketing,medium
Daniel Burke,0.88,0.96,4.0,155.0,2.0,0,0,marketing,medium
Caleb Frank,0.88,0.96,5.0,182.0,4.0,1,0,marketing,medium
Delia Jimenez,0.89,0.88,3.0,165.0,4.0,0,0,sales,medium
Thomas Cook,0.74,0.59,2.0,257.0,4.0,1,0,sales,medium
Brett Clayton,0.63,0.74,4.0,155.0,2.0,0,0,sales,medium
Bill Fuller,0.63,0.8,4.0,243.0,2.0,0,0,sales,medium
Gavin Banks,0.68,0.92,2.0,184.0,4.0,0,0,sales,medium
Tony Goodwin,0.14,0.81,4.0,138.0,3.0,1,0,sales,high
Raymond Parks,0.86,0.94,5.0,209.0,4.0,0,0,sales,low
Max Graham,0.73,0.53,3.0,205.0,2.0,0,0,sales,medium
Lily Brock,0.57,0.56,3.0,191.0,3.0,0,0,sales,medium
Laura Holloway,0.97,0.75,5.0,270.0,3.0,1,0,sales,medium
Gilbert Wade,0.67,0.36,4.0,97.0,4.0,0,0,sales,medium
Robert Hansen,0.89,0.74,4.0,174.0,2.0,0,0,sales,low
Nelle Rose,0.8,0.96,5.0,124.0,3.0,0,0,sales,low
Clifford Townsend,0.3,0.51,2.0,178.0,3.0,0,0,sales,low
Ada Miller,0.14,0.73,5.0,266.0,6.0,0,0,sales,low
Clara Cooper,0.91,0.8,4.0,181.0,3.0,0,0,sales,low
Martin Alvarez,0.49,0.81,4.0,233.0,3.0,0,0,sales,low
Steve Luna,0.57,0.68,3.0,254.0,4.0,0,0,sales,low
Bryan Palmer,0.59,0.62,3.0,219.0,3.0,0,0,sales,low
Barbara May,0.5,0.7,5.0,166.0,2.0,0,0,accounting,low
Millie Lopez,0.69,0.97,3.0,158.0,2.0,0,0,accounting,low
Phoebe Reese,0.81,0.68,3.0,151.0,3.0,0,0,accounting,low
Clayton Rivera,0.79,0.82,3.0,98.0,3.0,1,0,hr,low
Ruby Harmon,0.55,0.91,4.0,187.0,4.0,1,0,hr,low
Leroy Ryan,0.92,0.62,4.0,266.0,2.0,0,0,hr,low
Hettie Harvey,0.94,0.59,5.0,250.0,3.0,0,0,hr,low
Don Ferguson,0.67,0.55,5.0,193.0,3.0,0,0,technical,low
Christopher Berry,0.53,0.92,4.0,223.0,3.0,1,0,technical,low
Sallie McLaughlin,0.77,0.59,5.0,189.0,5.0,0,0,technical,low
Nina Aguilar,0.57,0.82,5.0,138.0,3.0,0,0,technical,low
Laura Morton,0.64,0.97,4.0,268.0,2.0,0,0,technical,low
Susan Peters,0.35,1.0,6.0,186.0,2.0,0,0,technical,low
Lily Fowler,0.66,0.71,3.0,136.0,3.0,1,0,technical,medium
Rodney Gomez,0.59,0.84,4.0,245.0,3.0,0,0,technical,medium
Earl Nunez,0.49,0.93,4.0,184.0,3.0,0,0,technical,medium
Jean Carr,0.91,0.99,5.0,152.0,3.0,0,0,technical,medium
Rebecca Carr,0.12,0.6,2.0,194.0,4.0,0,0,technical,medium
Gilbert Green,0.74,0.68,3.0,242.0,5.0,1,0,support,medium
Edith Dixon,0.84,0.94,4.0,246.0,2.0,1,0,support,medium
Eugenia Hines,0.51,0.99,4.0,211.0,3.0,0,0,support,medium
Gilbert Pope,0.94,0.71,4.0,189.0,3.0,0,0,support,medium
Virgie Hall,0.74,0.66,3.0,254.0,2.0,0,0,support,medium
Lucas Francis,0.52,0.54,5.0,239.0,3.0,0,0,support,medium
Iva Brady,0.31,0.92,4.0,133.0,6.0,0,0,support,medium
Shane Jimenez,0.72,0.59,3.0,255.0,2.0,0,0,support,high
Clayton Rodriquez,0.92,1.0,3.0,212.0,2.0,0,0,support,low
Jeff Vasquez,0.56,0.64,3.0,270.0,3.0,0,0,support,medium
Elijah Carpenter,0.76,0.45,5.0,177.0,6.0,0,0,support,medium
Phoebe Francis,0.59,0.9,4.0,261.0,4.0,0,0,technical,medium
Madge Keller,0.5,0.74,3.0,220.0,3.0,0,0,technical,medium
Lloyd Hunter,0.88,0.72,2.0,144.0,4.0,1,0,technical,low
Angel Parker,0.86,0.49,4.0,274.0,2.0,0,0,management,low
Maggie Park,0.66,0.99,4.0,195.0,3.0,0,0,IT,low
Mamie Bennett,0.7,0.69,4.0,158.0,3.0,0,0,IT,low
Landon Huff,0.98,0.93,5.0,145.0,4.0,0,0,IT,low
Bertie Wells,0.61,0.73,3.0,165.0,3.0,1,0,IT,low
Maude Malone,0.57,0.66,4.0,270.0,2.0,0,0,IT,low
Owen Goodwin,0.84,0.91,5.0,208.0,3.0,0,0,product_mng,low
Lee Blair,0.76,0.4,2.0,245.0,5.0,0,0,product_mng,medium
Sally Watts,0.64,0.99,4.0,180.0,4.0,0,0,product_mng,medium
Tom Carson,0.87,0.7,5.0,225.0,3.0,0,0,product_mng,medium
Willie Bowers,0.62,0.69,3.0,261.0,2.0,0,0,IT,medium
Kenneth Barnett,0.16,0.99,3.0,213.0,6.0,1,1,RandD,medium
Lloyd Webster,0.83,0.87,3.0,230.0,3.0,0,1,RandD,medium
Eleanor Wright,0.36,0.59,2.0,198.0,2.0,0,1,RandD,medium
Glen Harper,0.47,0.51,6.0,190.0,5.0,0,1,RandD,medium
Ella Owens,0.54,0.51,4.0,137.0,4.0,0,1,RandD,medium
Warren Fernandez,0.83,0.83,3.0,186.0,3.0,1,1,marketing,medium
Clyde Valdez,0.96,0.68,4.0,137.0,2.0,0,1,sales,medium
Winnie Francis,0.91,0.74,5.0,192.0,3.0,0,1,accounting,medium
Clifford Blake,0.56,0.59,4.0,164.0,3.0,0,1,support,medium
Addie Adams,0.73,0.66,6.0,195.0,3.0,0,1,technical,medium
Norman Bush,0.97,0.63,4.0,151.0,3.0,0,1,management,medium
Dennis Allen,0.75,0.74,5.0,231.0,3.0,0,1,marketing,medium
Johnny Walton,0.49,0.76,3.0,257.0,2.0,1,0,marketing,medium
Keith Gilbert,0.57,0.94,4.0,257.0,3.0,0,0,marketing,medium
John Briggs,0.41,0.58,5.0,274.0,2.0,1,0,sales,medium
Lawrence Erickson,0.53,0.7,3.0,138.0,2.0,0,0,sales,medium
Hester Barker,0.93,0.6,4.0,184.0,3.0,0,0,sales,medium
Beulah Lynch,0.58,0.9,3.0,151.0,3.0,0,0,sales,medium
Francis Adams,0.6,0.54,3.0,265.0,3.0,1,0,sales,medium
Maggie Carson,0.74,0.8,4.0,241.0,2.0,0,0,sales,medium
Jeff Ramos,0.62,0.52,3.0,148.0,3.0,0,0,sales,medium
Marie Roberson,0.7,0.76,5.0,165.0,3.0,0,0,sales,medium
Norman Rogers,0.93,0.75,3.0,243.0,2.0,0,0,sales,medium
Theresa Walsh,0.75,0.9,4.0,197.0,2.0,0,0,sales,medium
Arthur Gonzalez,0.95,0.48,5.0,214.0,6.0,1,1,sales,medium
Ellen Turner,0.43,0.98,4.0,164.0,3.0,0,1,sales,medium
Stella Green,0.77,0.58,4.0,243.0,4.0,1,1,sales,medium
Dennis Foster,0.67,1.0,4.0,145.0,3.0,1,1,sales,medium
Irene Washington,0.51,0.72,4.0,163.0,4.0,0,1,sales,medium
Hallie Conner,0.94,0.53,5.0,257.0,2.0,0,1,sales,medium
Albert Bridges,0.9,0.85,3.0,253.0,3.0,0,0,sales,medium
Eugenia Walters,0.8,0.78,4.0,234.0,3.0,0,0,sales,medium
Isabella Andrews,0.34,0.89,5.0,266.0,6.0,0,0,sales,medium
Antonio Harper,0.45,0.53,3.0,181.0,4.0,1,0,accounting,low
Florence Harrison,0.97,0.66,4.0,193.0,4.0,0,0,accounting,low
Grace Castillo,0.5,0.48,3.0,163.0,4.0,0,0,accounting,low
Timothy Christensen,0.89,0.62,5.0,144.0,2.0,0,0,hr,low
Lou Clayton,0.76,0.5,4.0,245.0,3.0,0,0,hr,low
Jim Byrd,0.66,0.84,4.0,197.0,2.0,0,0,hr,low
Chester Cohen,0.74,0.63,3.0,180.0,2.0,0,0,hr,low
Kyle Gibson,0.69,0.74,4.0,237.0,3.0,0,0,technical,low
Lloyd Robbins,0.59,0.57,2.0,170.0,3.0,0,0,technical,low
Katharine Nunez,1.0,0.85,3.0,150.0,3.0,0,0,technical,low
Eleanor Brooks,0.61,0.75,2.0,100.0,4.0,0,0,technical,low
Ian Tran,0.98,0.42,5.0,226.0,3.0,0,0,technical,low
Ray Salazar,0.59,0.71,5.0,222.0,3.0,0,0,technical,low
Todd Matthews,0.22,0.69,4.0,182.0,6.0,0,0,technical,low
Tyler Rogers,0.71,0.95,3.0,150.0,2.0,0,0,technical,low
Mabelle Fisher,0.86,0.53,4.0,244.0,3.0,0,0,technical,medium
Harriet Bennett,0.65,0.59,5.0,271.0,3.0,0,0,technical,medium
Kenneth Joseph,0.93,0.67,5.0,167.0,3.0,0,0,technical,medium
Ina Houston,0.49,0.69,2.0,128.0,2.0,0,0,support,medium
Zachary Payne,0.78,0.77,3.0,149.0,4.0,1,0,support,medium
Terry Williamson,0.62,0.7,4.0,141.0,4.0,0,0,support,medium
Ophelia Snyder,0.72,0.63,3.0,149.0,2.0,0,0,support,medium
Craig Dunn,0.7,0.56,4.0,107.0,6.0,0,0,support,medium
Sadie Frank,0.54,0.93,5.0,189.0,2.0,0,0,support,medium
Katharine Moore,0.61,0.95,4.0,169.0,4.0,0,0,support,medium
Effie Strickland,0.84,0.95,4.0,208.0,3.0,1,0,support,medium
Tony Russell,0.8,0.58,3.0,197.0,3.0,0,0,support,medium
Edna McDaniel,0.58,0.5,4.0,225.0,3.0,0,0,support,high
Duane Romero,0.97,0.87,2.0,175.0,6.0,0,0,support,high
Lola Bennett,0.92,0.55,3.0,172.0,2.0,0,0,technical,high
Jeremy Lindsey,0.96,0.51,3.0,237.0,4.0,0,0,technical,high
Eric Herrera,0.73,0.87,4.0,155.0,3.0,1,0,technical,high
Lulu Richardson,0.73,0.71,4.0,148.0,3.0,0,0,management,high
Fannie Marsh,0.53,0.83,4.0,246.0,3.0,0,0,IT,high
Callie Kim,0.17,0.82,5.0,193.0,5.0,0,0,IT,high
Nancy Lee,0.75,0.76,5.0,175.0,4.0,0,0,IT,low
Dean Santiago,0.76,0.44,3.0,121.0,4.0,0,0,IT,low
Etta Joseph,0.76,0.77,4.0,223.0,3.0,0,0,IT,low
Lottie Atkins,0.92,0.55,3.0,259.0,3.0,0,0,product_mng,low
Ola Mack,0.82,0.88,4.0,171.0,2.0,0,0,product_mng,low
Nicholas Hart,0.38,0.5,2.0,170.0,3.0,0,0,product_mng,low
Polly Moss,0.49,0.72,4.0,246.0,3.0,0,0,product_mng,low
Tillie Nelson,0.53,0.8,3.0,175.0,3.0,0,0,IT,low
Ina Harris,0.56,0.59,3.0,185.0,2.0,0,0,RandD,medium
Curtis Hicks,0.69,0.98,3.0,168.0,2.0,0,0,RandD,medium
Warren Porter,0.62,0.99,4.0,171.0,3.0,0,0,RandD,medium
Bradley Wade,0.71,0.76,3.0,201.0,2.0,0,0,RandD,medium
Pearl Marshall,0.52,1.0,4.0,148.0,3.0,0,0,RandD,medium
Gregory Mathis,0.2,0.53,6.0,189.0,4.0,0,0,marketing,medium
Lura Kennedy,0.93,0.61,3.0,166.0,3.0,0,0,sales,medium
Florence Schneider,0.74,0.81,4.0,150.0,2.0,0,0,accounting,medium
Ann Hill,0.78,0.45,3.0,253.0,6.0,0,1,support,medium
Jorge Phelps,0.85,0.79,3.0,243.0,2.0,0,1,technical,medium
Bryan Reed,0.79,0.56,5.0,250.0,2.0,1,1,management,medium
Bill Bailey,0.92,0.91,3.0,228.0,2.0,0,1,marketing,medium
Phillip Miles,0.58,0.97,3.0,186.0,3.0,0,1,marketing,medium
Barbara Mason,0.68,0.72,3.0,213.0,3.0,0,1,marketing,medium
Virginia Mathis,0.9,0.67,4.0,233.0,3.0,0,1,sales,medium
Walter Burton,0.67,0.71,5.0,265.0,2.0,0,1,sales,medium
Shane Graves,0.79,0.73,4.0,226.0,3.0,0,0,sales,medium
Alejandro Parsons,0.23,0.48,5.0,221.0,6.0,0,0,sales,medium
Fanny Rivera,0.98,0.99,3.0,253.0,4.0,0,0,sales,medium
Benjamin Holland,0.8,0.75,3.0,134.0,4.0,0,0,sales,medium
Bradley Morgan,0.77,0.84,3.0,188.0,4.0,0,0,sales,medium
Loretta Baldwin,1.0,0.91,3.0,160.0,4.0,0,0,sales,medium
Robert Price,0.6,0.92,4.0,164.0,4.0,0,0,sales,medium
Elva Sims,0.49,0.54,6.0,214.0,3.0,0,0,sales,high
Roger Gutierrez,0.91,0.99,5.0,228.0,4.0,1,0,sales,low
Vera Bryant,0.97,0.52,5.0,149.0,3.0,1,0,sales,medium
Lettie Fisher,0.71,0.76,3.0,175.0,2.0,0,0,sales,medium
Erik Alvarado,0.62,0.91,3.0,195.0,3.0,0,0,sales,medium
Todd Vaughn,0.61,0.92,3.0,222.0,4.0,0,0,sales,medium
Mabel Gonzales,0.21,0.6,5.0,249.0,4.0,0,0,sales,medium
Elsie French,0.64,0.97,2.0,226.0,3.0,1,0,sales,medium
Elva Olson,0.61,0.65,2.0,117.0,2.0,1,0,sales,medium
Edgar Howard,0.58,0.75,4.0,255.0,3.0,0,0,sales,medium
Allen Bradley,0.41,0.9,6.0,155.0,2.0,0,0,accounting,medium
Catherine Holt,0.98,0.73,5.0,185.0,3.0,0,0,accounting,medium
Dean Neal,0.5,0.88,4.0,275.0,5.0,0,0,accounting,low
Augusta Christensen,0.98,0.61,3.0,226.0,2.0,0,0,hr,low
Julia King,0.4,0.85,4.0,198.0,2.0,0,0,hr,low
Harold Steele,0.63,0.92,2.0,198.0,2.0,0,0,hr,low
Allen Klein,0.75,0.53,4.0,251.0,3.0,0,0,hr,low
Chase McBride,0.82,0.84,3.0,237.0,2.0,0,0,technical,low
Jacob Jensen,0.55,0.62,5.0,197.0,2.0,0,0,technical,low
Josie Young,0.44,0.36,2.0,136.0,3.0,0,0,technical,high
Barry Freeman,0.92,0.88,3.0,184.0,3.0,1,0,technical,low
Oscar Stone,0.57,0.56,2.0,159.0,3.0,0,0,technical,high
Winnie Hampton,0.73,0.86,4.0,133.0,3.0,0,0,technical,high
Allen Hall,0.82,0.92,5.0,198.0,3.0,0,0,technical,low
Ivan Medina,0.54,0.75,3.0,260.0,2.0,0,0,technical,low
Herman Cruz,0.64,0.95,3.0,154.0,4.0,0,0,technical,high
Paul Douglas,0.99,0.76,4.0,185.0,5.0,0,0,technical,low
Justin Hammond,0.19,0.92,5.0,193.0,6.0,0,0,technical,medium
Alta Kelley,0.86,0.96,4.0,167.0,3.0,0,0,support,high
Frances Singleton,0.65,0.66,5.0,165.0,3.0,0,0,support,medium
Ralph Williamson,0.52,0.81,3.0,253.0,2.0,0,0,support,medium
Blake Larson,0.85,0.49,4.0,142.0,3.0,0,0,support,medium
Leila Nelson,0.61,0.64,5.0,186.0,4.0,0,0,support,medium
Martin Townsend,0.77,0.57,4.0,203.0,3.0,1,0,support,high
Leon Baldwin,0.54,0.94,4.0,217.0,2.0,0,0,support,medium
Manuel Wallace,0.76,0.74,4.0,187.0,3.0,0,0,support,medium
Alejandro Wade,0.79,0.9,3.0,152.0,4.0,0,0,support,medium
Lucas Watts,0.89,0.93,5.0,150.0,2.0,0,0,support,high
Fred Cummings,0.6,0.8,3.0,191.0,2.0,0,0,support,medium
Jayden Huff,0.51,0.58,4.0,140.0,3.0,0,0,technical,high
Nathan Padilla,0.2,0.72,5.0,123.0,2.0,1,0,technical,low
Carlos Pope,0.93,0.6,5.0,170.0,2.0,0,0,technical,medium
Phoebe Wagner,0.77,0.54,3.0,227.0,4.0,0,0,management,medium
Caleb Simon,0.8,0.87,4.0,220.0,2.0,0,0,IT,medium
Violet Rowe,0.8,0.97,5.0,258.0,3.0,0,0,IT,medium
Fanny Mullins,0.62,0.92,5.0,149.0,3.0,0,0,IT,low
Lucy Simon,0.79,0.72,4.0,192.0,3.0,0,0,IT,low
Millie Clark,0.88,0.73,5.0,267.0,3.0,0,0,IT,low
Norman Stokes,0.96,0.73,5.0,169.0,3.0,1,0,product_mng,low
Wesley Harrison,0.34,0.69,2.0,178.0,3.0,0,0,product_mng,low
Mathilda Copeland,0.34,0.65,2.0,165.0,4.0,0,0,product_mng,low
Connor Diaz,0.88,0.85,4.0,231.0,3.0,0,0,product_mng,low
Thomas Byrd,0.66,0.61,3.0,260.0,3.0,0,0,IT,low
Adeline Francis,0.55,0.71,4.0,181.0,2.0,1,0,RandD,low
Virginia Carson,0.59,0.51,3.0,243.0,2.0,0,0,RandD,low
Ray Rhodes,0.62,0.73,4.0,191.0,3.0,0,0,RandD,high
Beatrice Marshall,0.78,0.93,3.0,200.0,3.0,0,0,RandD,low
Hulda Cooper,0.73,0.75,5.0,265.0,3.0,0,0,RandD,low
Dora Mendez,0.71,0.94,4.0,246.0,3.0,0,0,marketing,low
Virgie Thompson,0.97,0.86,3.0,187.0,2.0,0,0,sales,low
Jane McKinney,0.21,0.74,5.0,141.0,4.0,0,0,accounting,high
Scott Hubbard,0.52,0.96,4.0,246.0,3.0,0,0,support,low
Jordan Gill,0.73,0.88,4.0,236.0,3.0,1,0,technical,low
Joseph Hayes,0.74,0.83,3.0,170.0,3.0,0,0,management,low
Mattie Gordon,0.26,0.71,6.0,189.0,2.0,0,0,marketing,high
Hallie Harrington,0.52,0.78,4.0,237.0,3.0,0,0,marketing,low
Edwin Sanchez,0.69,0.54,4.0,180.0,3.0,0,0,marketing,medium
Helena Valdez,0.79,0.59,2.0,157.0,6.0,0,0,sales,high
Jorge Hammond,0.93,0.62,4.0,258.0,3.0,0,0,sales,medium
Rosetta Malone,0.34,0.87,4.0,283.0,2.0,0,0,sales,high
Susan Garner,0.77,0.52,4.0,216.0,3.0,0,0,sales,medium
Bess Doyle,0.36,0.73,3.0,187.0,3.0,0,0,sales,medium
Adrian Erickson,0.93,0.58,3.0,215.0,3.0,0,0,sales,medium
Russell Gibbs,0.7,0.58,3.0,211.0,3.0,0,0,sales,medium
Jacob Porter,0.51,0.49,4.0,182.0,2.0,0,0,sales,medium
Lester Chambers,0.83,0.78,3.0,165.0,3.0,1,0,sales,medium
Hunter Page,0.89,0.89,4.0,265.0,2.0,0,0,sales,medium
Calvin McDonald,0.94,0.59,3.0,137.0,2.0,0,0,sales,medium
Marian Martin,0.8,0.55,4.0,269.0,3.0,0,0,sales,high
Nellie Campbell,0.74,0.66,3.0,177.0,2.0,0,0,sales,low
Charlotte Cortez,0.5,0.91,3.0,240.0,2.0,0,0,sales,medium
Hallie Tate,0.54,0.84,4.0,174.0,2.0,0,0,sales,medium
Hulda Watson,0.5,0.54,3.0,134.0,3.0,0,0,sales,medium
Francis Nichols,0.17,0.91,2.0,271.0,4.0,0,0,sales,medium
Juan Tran,0.57,0.53,5.0,216.0,2.0,1,0,sales,medium
Cody Carpenter,0.8,0.51,4.0,213.0,3.0,0,0,sales,medium
Victoria Gregory,0.45,0.64,5.0,133.0,4.0,0,0,accounting,medium
Ann Sandoval,0.87,0.5,4.0,267.0,2.0,1,0,accounting,medium
Elnora Stephens,0.98,0.64,3.0,263.0,4.0,0,0,accounting,medium
Cornelia Steele,0.55,0.8,4.0,260.0,3.0,0,0,hr,high
Gene Farmer,0.53,0.5,4.0,185.0,3.0,0,0,hr,low
Abbie Butler,0.75,0.48,2.0,284.0,6.0,0,0,hr,low
Ronald Lindsey,0.96,0.59,3.0,229.0,3.0,0,0,hr,low
Hattie Torres,0.71,0.97,3.0,189.0,3.0,1,0,technical,high
Leroy Gross,0.7,0.63,3.0,209.0,3.0,0,0,technical,low
Teresa Scott,0.33,0.94,4.0,166.0,6.0,0,0,technical,low
Sara Shelton,0.93,0.94,3.0,183.0,2.0,0,0,technical,low
Samuel Higgins,0.64,0.65,3.0,181.0,2.0,0,0,technical,high
Aaron Stevens,0.27,0.45,3.0,239.0,4.0,0,0,technical,low
Sylvia Mason,0.99,0.99,3.0,158.0,2.0,0,0,technical,low
Robert Hernandez,0.81,0.62,3.0,187.0,3.0,0,0,technical,low
Bessie Phelps,0.6,0.91,4.0,236.0,3.0,0,0,technical,low
Claudia Greer,0.32,0.4,6.0,162.0,5.0,0,0,technical,low
Violet McKinney,0.48,0.68,4.0,163.0,2.0,1,0,technical,low
Wesley Lopez,0.87,0.51,4.0,173.0,3.0,0,0,support,low
Bernice Lopez,0.91,0.79,5.0,273.0,4.0,1,0,support,medium
Vincent Riley,0.24,0.89,5.0,142.0,4.0,0,0,support,medium
Jennie Bowman,0.66,0.56,4.0,141.0,4.0,0,0,support,medium
Estelle Harrison,0.94,0.59,3.0,234.0,2.0,0,0,support,medium
Mark Larson,0.93,0.97,5.0,255.0,4.0,0,0,support,medium
Verna Hubbard,0.19,0.55,5.0,148.0,4.0,0,0,support,medium
Danny Cook,0.88,0.45,5.0,274.0,2.0,1,0,support,medium
Joel Ingram,0.76,0.47,3.0,223.0,2.0,0,0,support,medium
Caroline Soto,0.67,0.64,5.0,248.0,3.0,0,0,support,medium
Catherine Chapman,0.54,0.5,4.0,146.0,2.0,0,0,support,medium
Lida Lawrence,0.53,0.95,2.0,101.0,5.0,0,0,technical,medium
Olivia Hanson,0.67,0.92,4.0,265.0,4.0,0,0,technical,medium
Mary Johnston,0.5,0.38,5.0,175.0,4.0,0,0,technical,high
Tillie Henry,0.49,0.76,4.0,202.0,3.0,0,0,management,low
Jack Moody,0.82,0.71,3.0,160.0,3.0,0,0,IT,medium
Myrtie Webster,0.86,0.71,3.0,235.0,3.0,0,0,IT,medium
Jack Gonzales,0.5,0.5,4.0,267.0,3.0,0,0,IT,medium
Joe Morrison,0.82,0.6,3.0,261.0,2.0,1,0,IT,medium
Paul Moreno,0.95,0.78,2.0,148.0,2.0,0,0,IT,low
Louisa Vasquez,0.64,0.87,3.0,239.0,4.0,0,0,product_mng,low
Mollie Steele,0.91,0.5,3.0,178.0,2.0,0,0,product_mng,low
Clara Rios,0.79,0.75,2.0,221.0,3.0,0,0,product_mng,low
Adelaide Hogan,0.83,0.56,4.0,269.0,3.0,0,0,product_mng,low
Victoria Lawson,0.66,0.6,3.0,262.0,2.0,1,0,IT,low
Victor Hodges,0.92,0.8,4.0,263.0,4.0,0,0,RandD,low
Carolyn Little,0.59,0.47,5.0,191.0,3.0,0,0,RandD,low
Myrtle Thornton,0.6,0.83,2.0,189.0,2.0,0,0,RandD,low
Austin Hodges,0.68,0.97,5.0,207.0,4.0,1,0,RandD,low
Julia Dixon,0.58,0.73,3.0,265.0,6.0,0,0,RandD,low
Jay Hunter,0.93,0.77,5.0,224.0,2.0,0,0,marketing,low
Scott Coleman,0.66,0.5,3.0,229.0,3.0,0,0,marketing,low
Jordan Goodwin,0.8,0.99,3.0,158.0,3.0,0,0,sales,low
Bettie Lyons,0.28,0.79,5.0,202.0,5.0,0,0,accounting,low
Jeremiah Dixon,0.84,0.59,4.0,216.0,2.0,0,0,support,low
Zachary Turner,0.86,0.58,4.0,220.0,5.0,0,0,technical,low
Etta Hunter,0.46,0.45,2.0,172.0,2.0,1,0,management,low
Clarence Wood,0.94,0.92,3.0,187.0,2.0,0,0,marketing,low
Seth Keller,0.8,0.76,3.0,270.0,2.0,1,0,marketing,low
Jorge Conner,0.13,0.63,6.0,219.0,6.0,0,0,marketing,low
Loretta Lynch,0.95,0.73,3.0,243.0,3.0,1,0,sales,medium
Annie Owens,0.93,0.88,4.0,261.0,4.0,0,0,sales,medium
Hulda Saunders,0.86,0.81,4.0,179.0,3.0,0,0,sales,medium
Helen Wade,0.67,0.93,5.0,133.0,2.0,0,0,sales,medium
Eliza Keller,0.73,0.6,4.0,224.0,3.0,0,0,sales,medium
Lida Douglas,0.62,0.92,4.0,198.0,2.0,0,0,sales,medium
Bradley Allen,0.53,0.81,5.0,135.0,2.0,0,0,sales,medium
Rodney Jacobs,0.68,0.68,3.0,143.0,3.0,0,0,sales,medium
Eunice Doyle,0.69,0.55,4.0,234.0,2.0,0,0,sales,medium
Belle Doyle,0.66,0.92,3.0,177.0,3.0,0,0,sales,medium
Jayden Valdez,0.98,0.56,5.0,180.0,3.0,0,0,sales,medium
Myrtle Obrien,0.57,0.39,3.0,193.0,6.0,0,0,sales,medium
Lelia Montgomery,0.64,0.78,5.0,148.0,4.0,0,0,sales,high
Etta Coleman,0.71,0.58,3.0,194.0,4.0,0,0,sales,low
Anthony Garcia,0.94,0.7,3.0,271.0,4.0,0,0,sales,medium
Ruby Lynch,0.8,0.85,3.0,135.0,2.0,0,0,sales,medium
Stella Nichols,0.59,0.94,4.0,136.0,2.0,0,0,sales,medium
Amy Weaver,0.95,0.7,6.0,243.0,3.0,0,0,sales,medium
Nora Delgado,1.0,0.39,2.0,210.0,5.0,0,0,sales,low
Bessie Santos,0.53,0.59,3.0,163.0,4.0,0,0,accounting,low
Joseph Arnold,0.35,0.59,5.0,268.0,3.0,0,0,accounting,low
Willie Kim,0.73,0.66,3.0,244.0,3.0,0,0,accounting,low
Birdie Ortiz,0.89,0.63,4.0,164.0,3.0,0,0,hr,low
Mathilda Daniels,0.21,0.93,4.0,260.0,3.0,0,0,hr,low
Randall Cunningham,0.21,0.85,5.0,153.0,3.0,0,0,hr,low
Blake Payne,0.6,0.83,4.0,216.0,2.0,1,0,hr,low
Alfred Fowler,0.94,0.69,2.0,198.0,3.0,0,0,technical,low
Olga Lucas,0.92,0.68,4.0,196.0,3.0,1,0,technical,low
Carolyn McKinney,0.92,0.78,3.0,218.0,3.0,0,0,technical,low
Belle Ortega,0.71,0.98,5.0,167.0,3.0,0,0,technical,low
Timothy Padilla,0.69,0.83,4.0,264.0,3.0,0,0,technical,low
Seth Bryan,0.26,0.51,2.0,284.0,2.0,0,0,technical,low
Myra Coleman,0.21,0.78,4.0,218.0,6.0,0,0,technical,low
Charlotte Reyes,0.36,0.42,2.0,192.0,2.0,0,0,technical,low
Sallie Green,0.81,0.92,5.0,255.0,4.0,1,0,technical,low
