EmpName,left,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,Department,salary
Trevor Erickson,0,0.9,0.69,4.0,274.0,2.0,0,0,technical,medium
Sophie Black,0,0.59,0.99,3.0,235.0,2.0,0,0,management,medium
Lizzie Glover,0,0.66,0.57,3.0,169.0,4.0,1,0,marketing,medium
Evan Parks,0,0.63,0.56,5.0,286.0,4.0,0,0,marketing,medium
Brian Jenkins,0,0.73,0.78,3.0,166.0,2.0,0,0,marketing,medium
Addie Rodriquez,0,0.63,0.93,3.0,236.0,4.0,0,0,sales,high
Violet Gonzales,0,0.87,0.62,5.0,197.0,2.0,0,0,sales,low
Luke Norris,0,0.62,0.87,6.0,169.0,2.0,1,0,sales,medium
Theresa Porter,0,0.53,0.9,3.0,210.0,3.0,0,0,sales,medium
Noah Glover,0,0.94,0.83,4.0,156.0,2.0,0,0,sales,medium
Dylan Clayton,0,0.94,0.55,5.0,231.0,2.0,0,0,sales,medium
Oscar McBride,0,0.55,0.64,3.0,101.0,2.0,1,0,sales,medium
Bettie Mitchell,0,0.58,0.72,4.0,259.0,3.0,0,0,sales,medium
Brian Poole,0,0.98,0.88,5.0,203.0,5.0,1,0,sales,medium
Ola Sutton,0,0.74,0.76,5.0,255.0,4.0,0,0,sales,medium
Bettie Obrien,0,0.65,0.48,3.0,131.0,3.0,1,0,sales,medium
Jonathan Alvarez,0,0.97,0.79,2.0,272.0,2.0,0,0,sales,medium
Callie Pittman,0,0.58,0.75,4.0,253.0,2.0,0,0,sales,low
Scott Wallace,0,0.49,0.77,2.0,254.0,2.0,0,0,sales,low
Olive Hayes,0,0.69,0.98,3.0,214.0,2.0,0,0,sales,low
Leroy Stone,0,0.55,0.49,5.0,195.0,3.0,0,0,sales,low
Jeremy Padilla,0,0.65,0.89,4.0,240.0,3.0,0,0,sales,low
Gene Martinez,0,0.87,0.49,4.0,149.0,2.0,0,0,sales,low
Gabriel Miller,0,0.12,0.7,4.0,276.0,4.0,0,0,sales,low
Lena Poole,0,0.65,0.84,4.0,247.0,4.0,0,0,accounting,high
Dora Maldonado,0,0.23,0.66,4.0,212.0,4.0,1,0,accounting,low
Landon Hamilton,0,0.62,0.77,4.0,256.0,3.0,0,0,accounting,high
Leroy Walters,0,0.86,0.72,4.0,178.0,2.0,0,0,hr,high
Myrtle Coleman,0,0.85,0.6,4.0,255.0,4.0,0,0,hr,low
Joe Long,0,0.74,0.76,3.0,224.0,2.0,0,0,hr,low
Ronald Waters,0,0.53,0.76,2.0,204.0,4.0,0,0,hr,high
Bernard Carr,0,0.99,0.44,6.0,104.0,6.0,0,0,technical,low
Maggie Potter,0,0.48,0.81,5.0,113.0,3.0,0,0,technical,medium
Nell McDonald,0,0.72,0.74,3.0,243.0,2.0,0,0,technical,high
Micheal Malone,0,0.76,0.72,3.0,242.0,5.0,1,0,technical,medium
Warren Benson,0,0.41,0.7,4.0,177.0,3.0,0,0,technical,medium
Glenn Spencer,0,0.85,0.88,3.0,235.0,2.0,0,0,technical,medium
Owen Doyle,0,0.62,0.49,4.0,175.0,3.0,0,0,technical,medium
Danny Morris,0,0.16,0.78,4.0,280.0,6.0,0,0,technical,high
Belle Ramirez,0,0.58,0.61,3.0,205.0,2.0,0,0,technical,medium
Charlie Schneider,0,0.73,0.95,4.0,243.0,3.0,0,0,technical,medium
Etta Weaver,0,0.28,0.76,3.0,150.0,2.0,0,0,technical,medium
Leonard Horton,0,0.77,0.61,4.0,178.0,2.0,1,0,support,high
Etta Mann,0,0.85,0.86,3.0,231.0,3.0,0,0,support,medium
Laura McGuire,0,0.56,0.76,3.0,134.0,2.0,0,0,support,high
Melvin Lawrence,0,0.81,1.0,5.0,143.0,2.0,0,0,support,low
Milton Marsh,0,0.83,0.87,3.0,156.0,3.0,0,0,support,medium
Frank Vasquez,0,0.49,0.48,4.0,249.0,3.0,0,0,support,medium
Leo Peterson,0,0.81,0.97,3.0,247.0,3.0,0,0,support,medium
Jordan Griffin,0,0.56,0.92,5.0,222.0,4.0,0,0,support,medium
Lucinda Santos,0,0.77,0.83,3.0,160.0,3.0,0,0,support,low
Violet May,0,0.73,0.5,4.0,224.0,4.0,1,0,support,low
Fred Reyes,0,0.95,0.72,4.0,235.0,2.0,0,0,support,low
Dean Lambert,0,0.69,0.68,5.0,167.0,3.0,0,0,technical,low
Ann Simpson,0,0.79,0.89,3.0,104.0,4.0,0,0,technical,low
Sally Paul,0,0.63,0.57,5.0,160.0,2.0,0,0,technical,low
Angel Palmer,0,0.8,0.79,4.0,168.0,3.0,0,0,management,low
Bettie Gibson,0,0.64,0.61,2.0,153.0,2.0,0,0,IT,low
Marian Campbell,0,0.92,0.9,4.0,249.0,3.0,0,0,IT,low
Jimmy Walton,0,0.96,0.75,4.0,177.0,2.0,0,0,IT,low
Harriett Haynes,0,0.56,0.85,3.0,225.0,3.0,0,0,IT,high
Fred Bowman,0,0.37,0.61,3.0,186.0,2.0,0,0,IT,low
Linnie Nunez,0,0.5,0.82,3.0,133.0,2.0,1,0,product_mng,low
Benjamin Jennings,0,0.49,0.58,4.0,213.0,4.0,1,0,product_mng,low
Chase Williams,0,1.0,0.73,3.0,245.0,2.0,1,0,product_mng,low
Chester Dixon,0,0.82,0.75,5.0,160.0,3.0,1,0,product_mng,high
Leah Miller,0,0.52,0.54,4.0,212.0,3.0,0,0,IT,low
Erik Perkins,0,0.76,0.96,4.0,135.0,3.0,1,1,RandD,low
Maude Lamb,0,0.2,0.53,3.0,149.0,4.0,0,1,RandD,low
Jay Wilkins,0,0.6,0.9,4.0,178.0,3.0,0,1,RandD,high
Katharine Day,0,0.69,0.9,6.0,224.0,4.0,0,1,RandD,low
Maurice Johnson,0,0.93,0.51,3.0,196.0,2.0,0,1,RandD,medium
Victor Gomez,0,0.7,0.64,4.0,178.0,3.0,1,1,marketing,high
George Townsend,0,0.56,0.54,4.0,191.0,2.0,1,1,sales,medium
Rhoda Nichols,0,0.97,0.61,4.0,167.0,3.0,0,1,accounting,high
Oscar Robbins,0,0.24,0.65,6.0,275.0,5.0,1,1,support,medium
Earl Sparks,0,0.83,0.91,3.0,168.0,3.0,0,1,technical,medium
Marvin Flowers,0,0.55,0.85,3.0,152.0,2.0,0,1,management,medium
Nettie Allen,0,0.68,0.99,3.0,263.0,3.0,1,1,marketing,medium
Rhoda Graham,0,0.48,0.53,3.0,113.0,4.0,0,0,marketing,medium
Robert Bradley,0,0.75,0.95,3.0,253.0,3.0,0,0,marketing,medium
Mason Dean,0,0.61,0.5,4.0,271.0,3.0,1,0,sales,medium
Eva Elliott,0,0.5,0.74,4.0,165.0,2.0,1,0,sales,medium
Sadie Cox,0,0.78,0.54,5.0,257.0,3.0,0,0,sales,high
Clara Knight,0,0.61,0.68,4.0,244.0,3.0,0,0,sales,low
Johanna Martinez,0,0.48,0.5,4.0,179.0,3.0,0,0,sales,medium
Anthony Copeland,0,0.93,0.92,3.0,248.0,2.0,0,0,sales,medium
Isabel Mills,0,0.78,0.58,3.0,224.0,2.0,0,0,sales,medium
Polly Owens,0,0.92,0.99,5.0,236.0,4.0,0,0,sales,medium
Cory Shaw,0,0.71,0.98,5.0,213.0,3.0,0,0,sales,medium
Lucille Adkins,0,0.15,0.42,4.0,238.0,3.0,0,0,sales,medium
Arthur Barrett,0,0.14,0.83,5.0,153.0,5.0,1,0,sales,medium
Lois Cohen,0,0.56,0.72,4.0,247.0,2.0,0,0,sales,medium
Norman Harvey,0,1.0,0.84,3.0,154.0,3.0,0,0,sales,medium
Angel Stevens,0,0.77,0.82,3.0,147.0,4.0,0,0,sales,high
Danny Young,0,0.86,0.66,3.0,150.0,2.0,0,0,sales,low
Cornelia Fisher,0,0.88,0.95,3.0,137.0,3.0,0,0,sales,low
Edgar Glover,0,0.85,0.84,5.0,179.0,3.0,0,0,sales,low
Iva Craig,0,0.95,0.56,5.0,194.0,2.0,0,0,sales,high
Nina Jennings,0,0.65,0.65,4.0,224.0,3.0,0,0,sales,low
Ronnie Ryan,0,0.7,0.55,3.0,253.0,2.0,1,0,accounting,low
Nora Gibson,0,0.6,0.55,3.0,177.0,3.0,1,0,accounting,low
Jeff Parker,0,0.84,0.83,3.0,215.0,3.0,0,0,accounting,high
Beulah Hill,0,0.23,0.59,5.0,245.0,5.0,0,0,hr,low
Olivia Cannon,0,0.89,0.75,3.0,134.0,3.0,0,0,hr,low
Maurice Reynolds,0,0.98,0.91,4.0,273.0,2.0,0,0,hr,low
Brandon Potter,0,0.88,0.83,4.0,163.0,3.0,0,0,hr,low
Elmer Sims,0,0.87,0.52,3.0,152.0,4.0,0,0,technical,low
Dora Stanley,0,0.93,0.96,3.0,268.0,4.0,0,0,technical,low
Amanda Gardner,0,0.13,0.95,5.0,149.0,2.0,0,0,technical,low
Adam Schneider,0,0.99,0.56,6.0,128.0,4.0,0,0,technical,medium
Lula Strickland,0,0.52,0.51,3.0,218.0,2.0,1,0,technical,medium
Leo Houston,0,0.58,0.98,3.0,146.0,3.0,0,0,technical,medium
Annie Lynch,0,0.85,0.57,5.0,190.0,2.0,1,0,technical,medium
Jeremiah Williamson,0,0.41,0.59,2.0,182.0,3.0,0,0,technical,medium
Joseph Hines,0,1.0,0.8,5.0,162.0,3.0,1,0,technical,medium
Leila Figueroa,0,0.63,0.64,3.0,243.0,3.0,0,0,technical,medium
Joe Jones,0,0.63,0.58,4.0,141.0,3.0,1,0,technical,medium
Clarence Alvarez,0,0.63,0.9,3.0,142.0,3.0,0,0,support,medium
Lois Hines,0,0.59,0.62,3.0,203.0,4.0,0,0,support,medium
Rodney Moreno,0,0.88,0.77,4.0,168.0,4.0,0,0,support,medium
Lettie Phillips,0,0.72,0.7,3.0,149.0,3.0,0,0,support,medium
Agnes Terry,0,0.67,0.81,4.0,168.0,2.0,0,0,support,high
Matilda Simpson,0,0.41,0.54,2.0,190.0,4.0,0,0,support,low
Lewis West,0,0.3,0.68,3.0,229.0,6.0,0,0,support,medium
Lettie Mann,0,0.83,0.84,3.0,249.0,2.0,0,0,support,medium
Austin Frank,0,0.73,0.93,4.0,162.0,2.0,1,0,support,medium
Glenn Weaver,0,0.87,0.9,4.0,163.0,2.0,0,0,support,medium
Mamie Hanson,0,0.93,0.74,2.0,169.0,4.0,0,0,support,low
Wesley Murray,0,0.97,0.91,4.0,257.0,3.0,1,0,technical,low
Mina Torres,0,0.7,0.54,4.0,150.0,4.0,0,0,technical,low
Mark Osborne,0,0.66,0.95,4.0,183.0,3.0,0,0,technical,low
Barbara Russell,0,0.62,0.66,3.0,208.0,3.0,0,0,management,low
Alma Terry,0,0.56,0.52,4.0,158.0,2.0,0,0,IT,low
Sadie Johnston,0,0.32,0.72,2.0,240.0,5.0,0,0,IT,low
Laura Santiago,0,0.55,0.81,5.0,251.0,3.0,0,0,IT,low
Bobby McKenzie,0,0.69,0.91,5.0,205.0,2.0,0,0,IT,low
Rose Rhodes,0,0.91,0.63,4.0,226.0,3.0,1,0,IT,low
Helen Schmidt,0,0.33,0.82,5.0,249.0,6.0,0,0,product_mng,low
Benjamin Santiago,0,0.37,0.74,2.0,197.0,3.0,0,0,product_mng,low
Caleb Reynolds,0,0.95,0.57,5.0,216.0,3.0,0,0,product_mng,low
Landon Henry,0,0.17,0.91,4.0,260.0,5.0,0,0,product_mng,low
Jacob Reeves,0,0.95,0.53,4.0,263.0,3.0,0,0,IT,low
Mae Morrison,0,0.27,0.69,2.0,177.0,5.0,0,0,RandD,low
Benjamin Tran,0,0.91,0.95,4.0,171.0,3.0,0,0,RandD,low
Ricky Carter,0,0.49,0.61,3.0,148.0,2.0,1,0,RandD,low
Henrietta Obrien,0,0.6,0.56,4.0,138.0,3.0,0,0,RandD,low
Maud Jackson,0,0.52,0.57,4.0,183.0,3.0,0,0,RandD,low
Rebecca Sherman,0,0.54,0.65,3.0,202.0,3.0,0,0,marketing,low
Sylvia Reed,0,0.86,0.53,4.0,160.0,2.0,1,0,sales,medium
Myrtle Carson,0,0.78,0.87,4.0,264.0,3.0,0,0,accounting,medium
Louisa Shelton,0,0.6,0.81,4.0,245.0,3.0,1,0,support,medium
Leroy Robinson,0,0.15,0.91,2.0,207.0,3.0,0,0,technical,medium
Hester McBride,0,0.72,0.92,3.0,225.0,3.0,0,0,management,medium
Mollie Lee,0,0.94,0.85,4.0,236.0,2.0,0,0,marketing,medium
Brian Gibbs,0,0.92,0.56,4.0,170.0,3.0,0,0,marketing,medium
David Tran,0,0.6,0.88,3.0,261.0,3.0,1,0,marketing,medium
Evan Hernandez,0,0.41,0.68,4.0,273.0,3.0,0,0,sales,medium
Lura Mendez,0,0.5,0.43,3.0,184.0,2.0,0,0,sales,medium
Barry Francis,0,0.8,0.91,3.0,202.0,2.0,0,0,sales,medium
Mabel Strickland,0,0.67,0.83,4.0,195.0,3.0,0,0,sales,medium
Nathan Mitchell,0,0.71,0.88,4.0,266.0,3.0,0,0,sales,high
Delia Singleton,0,0.66,0.85,3.0,266.0,5.0,0,0,sales,low
Antonio Patterson,0,0.77,0.74,5.0,263.0,2.0,0,0,sales,medium
Lewis Moss,0,0.62,0.54,3.0,142.0,2.0,0,0,sales,medium
Ollie Harris,0,0.95,0.53,4.0,162.0,3.0,0,0,sales,medium
Charlotte Hunter,0,0.89,0.75,5.0,258.0,2.0,0,0,sales,medium
Randall Holloway,0,0.74,0.83,4.0,170.0,2.0,0,0,sales,low
Stephen Bowen,0,0.19,0.8,4.0,249.0,5.0,0,0,sales,low
Earl Mendez,0,0.83,0.77,3.0,171.0,3.0,0,0,sales,low
Mamie Spencer,0,0.53,0.64,2.0,177.0,4.0,0,0,sales,low
Leonard King,0,0.98,0.75,5.0,188.0,2.0,0,0,sales,low
Francis Jefferson,0,0.74,0.99,5.0,146.0,2.0,0,0,sales,low
Phoebe Lawson,0,0.22,0.88,5.0,154.0,5.0,0,0,sales,low
Isaac Bryant,0,0.76,0.68,4.0,204.0,3.0,1,0,sales,low
Lucinda Sanchez,0,0.89,0.91,5.0,224.0,3.0,1,0,sales,low
Dylan Reed,0,0.5,0.84,3.0,156.0,4.0,0,0,accounting,low
Lou Tran,0,0.17,0.82,6.0,259.0,4.0,0,0,accounting,low
David Coleman,0,0.46,0.38,6.0,165.0,3.0,0,0,accounting,low
Louisa Maldonado,0,0.68,0.78,3.0,264.0,3.0,0,0,hr,low
Ola Hunter,0,0.77,0.86,4.0,215.0,2.0,0,0,hr,low
Harriet Cannon,0,0.68,0.83,3.0,133.0,3.0,0,0,hr,low
Viola Edwards,0,0.15,0.7,4.0,220.0,4.0,0,0,hr,low
Hallie Sparks,0,0.7,0.98,4.0,176.0,5.0,0,0,technical,low
Kathryn Hogan,0,0.66,0.96,4.0,103.0,2.0,0,0,technical,low
Luke Diaz,0,0.54,0.52,5.0,155.0,3.0,0,0,technical,low
Louise Nguyen,0,0.57,0.57,4.0,141.0,3.0,0,0,technical,low
Francisco Barnes,0,0.78,0.58,3.0,150.0,3.0,1,0,technical,low
Andre Bowers,0,0.14,0.83,5.0,171.0,6.0,0,0,technical,medium
Emily Andrews,0,0.73,0.86,4.0,179.0,3.0,0,0,technical,medium
Sean Austin,0,0.65,0.97,4.0,145.0,2.0,0,0,technical,medium
Andrew Munoz,0,0.31,0.59,3.0,176.0,3.0,0,0,technical,medium
James Austin,0,0.77,0.55,2.0,172.0,2.0,0,0,technical,medium
Terry Bryant,0,0.68,0.85,3.0,243.0,4.0,0,0,technical,medium
Annie Butler,0,0.79,0.69,4.0,209.0,2.0,0,0,support,medium
Francis Perry,0,0.92,0.62,4.0,196.0,3.0,0,0,support,medium
Carl Fitzgerald,0,0.77,0.96,6.0,225.0,4.0,0,0,support,medium
Jason Wade,0,0.48,0.89,3.0,261.0,2.0,0,0,support,medium
Sara Howard,0,0.63,0.66,4.0,157.0,2.0,0,0,support,medium
Ian Ford,0,0.92,0.49,5.0,259.0,3.0,1,0,support,medium
Florence Freeman,0,0.5,0.85,4.0,224.0,6.0,0,0,support,high
Martha Beck,0,0.52,0.91,5.0,193.0,2.0,0,0,support,low
Richard Graves,0,0.73,0.79,4.0,157.0,3.0,0,0,support,medium
Leona Blair,0,0.99,0.87,4.0,223.0,3.0,0,0,support,medium
Flora Sanchez,0,0.91,0.99,3.0,188.0,3.0,1,0,support,medium
Esther Nelson,0,0.85,0.79,3.0,217.0,2.0,0,0,technical,medium
Flora Summers,0,0.95,0.69,4.0,207.0,2.0,1,0,technical,low
Matilda Hamilton,0,0.67,0.85,3.0,153.0,4.0,0,0,technical,low
Florence Hoffman,0,0.86,0.55,3.0,269.0,2.0,0,0,management,low
Nelle Hernandez,0,0.71,0.54,4.0,198.0,3.0,0,0,IT,low
Cameron Harris,0,0.99,0.95,4.0,102.0,5.0,0,0,IT,low
Randy Cooper,0,0.57,0.61,3.0,167.0,2.0,1,0,IT,low
Jason Casey,0,0.98,0.72,3.0,252.0,2.0,0,0,IT,low
Sallie Tucker,0,0.62,0.58,3.0,192.0,2.0,0,0,IT,low
Tyler Jennings,0,0.74,0.79,5.0,237.0,4.0,0,0,product_mng,low
Ida Sandoval,0,0.7,0.6,4.0,158.0,3.0,0,0,product_mng,low
Jason Padilla,0,0.8,0.93,3.0,260.0,3.0,0,0,product_mng,low
Verna Tucker,0,0.65,0.69,4.0,153.0,3.0,0,0,product_mng,low
Scott Phillips,0,0.53,0.52,3.0,233.0,4.0,0,0,IT,low
Susie Torres,0,0.43,0.62,2.0,180.0,3.0,0,0,RandD,low
Brent Welch,0,0.59,0.65,4.0,163.0,3.0,1,0,RandD,low
Robert Fuller,0,0.16,0.96,6.0,211.0,6.0,1,0,RandD,low
Gilbert Elliott,0,0.84,0.8,3.0,151.0,3.0,1,0,RandD,low
Jared Walsh,0,0.78,0.95,3.0,249.0,4.0,0,0,RandD,low
Martin Davis,0,0.66,0.91,5.0,199.0,3.0,1,0,marketing,low
Albert Poole,0,0.7,0.74,4.0,247.0,2.0,0,0,sales,low
Essie Payne,0,0.73,0.63,4.0,174.0,3.0,0,0,accounting,low
Eugenia Mitchell,0,0.65,0.88,4.0,268.0,4.0,0,0,support,medium
Mollie Gill,0,0.79,0.59,5.0,197.0,4.0,0,0,technical,medium
Caroline Malone,0,0.57,0.68,4.0,154.0,3.0,1,0,management,medium
Allen Goodwin,0,0.24,0.58,5.0,279.0,4.0,0,0,marketing,medium
Marcus Marsh,0,0.95,0.78,3.0,204.0,2.0,1,0,marketing,medium
Cornelia Bass,0,0.38,0.54,2.0,112.0,3.0,0,0,marketing,medium
Virgie Briggs,0,0.9,0.78,4.0,261.0,2.0,1,0,sales,medium
Estella Little,0,0.5,0.4,3.0,180.0,4.0,0,0,sales,medium
Lora Chambers,0,0.68,0.61,3.0,261.0,5.0,0,0,sales,medium
Lucinda Clarke,0,0.5,0.78,6.0,138.0,3.0,0,0,sales,medium
Billy Horton,0,0.85,0.81,4.0,164.0,4.0,0,0,sales,medium
Ella Obrien,0,0.95,0.52,3.0,144.0,3.0,0,0,sales,medium
Samuel Maldonado,0,0.92,0.92,3.0,244.0,2.0,0,0,sales,high
Sarah Williams,0,0.83,0.87,5.0,233.0,3.0,0,0,sales,low
Gavin Baker,0,0.9,0.78,4.0,225.0,2.0,1,0,sales,medium
Steven Vargas,0,0.21,0.77,6.0,215.0,4.0,0,0,sales,medium
Dylan Coleman,0,0.94,0.86,3.0,223.0,4.0,0,0,sales,medium
Thomas Page,0,0.7,0.85,4.0,232.0,3.0,0,0,sales,medium
Leila Mitchell,0,0.54,0.76,3.0,157.0,4.0,0,0,sales,low
Maurice Burton,0,0.77,0.65,4.0,268.0,3.0,0,0,sales,low
Derrick Bowen,0,0.62,0.49,3.0,158.0,2.0,0,0,sales,low
Mina Rodriquez,0,0.93,0.55,5.0,222.0,2.0,0,0,sales,low
Craig Santiago,0,0.81,0.86,3.0,210.0,3.0,0,0,sales,low
Laura Swanson,0,0.99,0.79,4.0,133.0,2.0,0,0,sales,low
Ricardo Schneider,0,0.78,0.49,3.0,224.0,3.0,0,0,sales,low
Lottie Gibbs,0,0.66,0.63,5.0,264.0,5.0,0,0,accounting,low
Joe Castillo,0,0.9,0.72,5.0,237.0,2.0,0,0,accounting,low
Virginia Silva,0,0.74,0.53,5.0,141.0,2.0,0,0,accounting,low
Paul Marshall,0,0.65,0.78,4.0,238.0,5.0,1,0,hr,low
Bertie Aguilar,0,0.99,0.52,4.0,167.0,3.0,0,0,hr,low
Nell Sullivan,0,0.83,0.72,4.0,161.0,3.0,0,0,hr,low
Rhoda Gonzales,0,0.6,0.82,4.0,194.0,3.0,0,0,hr,low
Gordon Cox,0,0.55,0.93,3.0,217.0,3.0,1,0,technical,low
Hunter Hayes,0,0.96,0.71,3.0,170.0,3.0,0,0,technical,low
Terry Lopez,0,0.83,0.94,4.0,243.0,3.0,0,0,technical,low
Stanley Gonzales,0,0.95,0.7,4.0,267.0,3.0,1,0,technical,low
Caroline Evans,0,0.77,0.88,2.0,169.0,3.0,0,0,technical,medium
Cecelia Hernandez,0,0.83,0.95,3.0,255.0,3.0,0,0,technical,medium
Lettie Cohen,0,0.87,0.54,4.0,211.0,3.0,0,0,technical,medium
Mina Hicks,0,0.69,0.49,3.0,198.0,4.0,0,0,technical,medium
Lucas Pope,0,0.67,0.58,3.0,246.0,3.0,0,0,technical,medium
Anne Luna,0,0.55,0.49,3.0,146.0,2.0,0,0,technical,medium
Gilbert Webb,0,0.55,0.82,4.0,134.0,6.0,0,0,technical,medium
Ernest Bass,0,0.39,0.48,3.0,169.0,3.0,0,0,support,medium
Nell Larson,0,0.51,0.93,5.0,232.0,3.0,0,0,support,medium
Nora Abbott,0,0.39,0.38,2.0,106.0,3.0,1,0,support,medium
Clyde Arnold,0,0.96,0.93,4.0,260.0,3.0,0,0,support,medium
Marion Vega,0,0.68,0.81,3.0,232.0,2.0,0,0,support,medium
Daniel Schmidt,0,0.67,0.71,4.0,173.0,3.0,0,0,support,high
Leah Spencer,0,0.68,0.44,5.0,152.0,5.0,0,0,support,low
Timothy Rowe,0,0.56,0.58,3.0,173.0,3.0,0,0,support,medium
Joel Sharp,0,0.9,0.7,3.0,274.0,3.0,0,0,support,medium
Esther Hunt,0,0.69,0.59,3.0,233.0,3.0,0,0,support,medium
Loretta Hubbard,0,0.99,0.71,4.0,232.0,3.0,0,0,support,medium
Carolyn Nichols,0,0.42,0.59,3.0,156.0,2.0,0,0,technical,low
Alfred McGee,0,0.28,0.51,3.0,124.0,3.0,0,0,technical,low
Albert Taylor,0,0.55,0.65,3.0,207.0,3.0,0,0,technical,low
Douglas Rodgers,0,0.91,0.53,3.0,273.0,6.0,0,0,management,low
Willie Stone,0,0.53,0.98,3.0,219.0,4.0,0,0,IT,low
Ryan Cummings,0,0.87,0.74,4.0,207.0,3.0,0,0,IT,low
Lily Hughes,0,0.57,0.6,4.0,248.0,4.0,0,0,IT,low
Stanley Howard,0,0.59,0.77,3.0,169.0,3.0,0,0,IT,low
Millie Mack,0,0.76,0.89,4.0,181.0,3.0,0,0,IT,low
Madge Ray,0,0.59,0.42,3.0,196.0,3.0,0,0,product_mng,low
Helen Glover,0,0.5,0.54,3.0,254.0,2.0,0,0,product_mng,low
Eugene Logan,0,0.55,0.55,4.0,191.0,4.0,0,0,product_mng,low
Ethan Adkins,0,0.92,0.53,3.0,238.0,2.0,0,0,product_mng,low
Lena Hicks,0,0.8,0.51,5.0,196.0,3.0,0,0,IT,low
Bradley Bennett,0,0.93,0.66,4.0,228.0,3.0,0,0,RandD,low
Larry Chavez,0,0.67,0.57,4.0,165.0,3.0,0,0,RandD,low
Dominic Hogan,0,0.78,0.55,3.0,144.0,2.0,0,0,RandD,low
Angel Douglas,0,0.61,0.7,4.0,243.0,3.0,0,0,RandD,low
Samuel Ward,0,0.74,0.84,3.0,206.0,3.0,0,0,RandD,low
Mario Moss,0,0.5,0.49,3.0,180.0,3.0,1,0,marketing,low
Emilie Cook,0,0.84,0.96,3.0,161.0,2.0,1,0,sales,low
Aaron Harrington,0,0.89,0.55,4.0,196.0,2.0,0,0,accounting,medium
Pauline Webb,0,0.77,0.89,5.0,152.0,3.0,0,0,support,medium
Joel Clarke,0,0.64,0.71,3.0,231.0,4.0,0,0,technical,medium
Don Rhodes,0,0.77,0.89,2.0,215.0,5.0,1,0,management,medium
Adrian Edwards,0,0.74,0.58,4.0,233.0,4.0,0,0,marketing,medium
Daniel Burke,0,0.88,0.96,4.0,155.0,2.0,0,0,marketing,medium
Caleb Frank,0,0.88,0.96,5.0,182.0,4.0,1,0,marketing,medium
Delia Jimenez,0,0.89,0.88,3.0,165.0,4.0,0,0,sales,medium
Thomas Cook,0,0.74,0.59,2.0,257.0,4.0,1,0,sales,medium
Brett Clayton,0,0.63,0.74,4.0,155.0,2.0,0,0,sales,medium
Bill Fuller,0,0.63,0.8,4.0,243.0,2.0,0,0,sales,medium
Gavin Banks,0,0.68,0.92,2.0,184.0,4.0,0,0,sales,medium
Tony Goodwin,0,0.14,0.81,4.0,138.0,3.0,1,0,sales,high
Raymond Parks,0,0.86,0.94,5.0,209.0,4.0,0,0,sales,low
Max Graham,0,0.73,0.53,3.0,205.0,2.0,0,0,sales,medium
Lily Brock,0,0.57,0.56,3.0,191.0,3.0,0,0,sales,medium
Laura Holloway,0,0.97,0.75,5.0,270.0,3.0,1,0,sales,medium
Gilbert Wade,0,0.67,0.36,4.0,97.0,4.0,0,0,sales,medium
Robert Hansen,0,0.89,0.74,4.0,174.0,2.0,0,0,sales,low
Nelle Rose,0,0.8,0.96,5.0,124.0,3.0,0,0,sales,low
Clifford Townsend,0,0.3,0.51,2.0,178.0,3.0,0,0,sales,low
Ada Miller,0,0.14,0.73,5.0,266.0,6.0,0,0,sales,low
Clara Cooper,0,0.91,0.8,4.0,181.0,3.0,0,0,sales,low
Martin Alvarez,0,0.49,0.81,4.0,233.0,3.0,0,0,sales,low
Steve Luna,0,0.57,0.68,3.0,254.0,4.0,0,0,sales,low
Bryan Palmer,0,0.59,0.62,3.0,219.0,3.0,0,0,sales,low
Barbara May,0,0.5,0.7,5.0,166.0,2.0,0,0,accounting,low
Millie Lopez,0,0.69,0.97,3.0,158.0,2.0,0,0,accounting,low
Phoebe Reese,0,0.81,0.68,3.0,151.0,3.0,0,0,accounting,low
Clayton Rivera,0,0.79,0.82,3.0,98.0,3.0,1,0,hr,low
Ruby Harmon,0,0.55,0.91,4.0,187.0,4.0,1,0,hr,low
Leroy Ryan,0,0.92,0.62,4.0,266.0,2.0,0,0,hr,low
Hettie Harvey,0,0.94,0.59,5.0,250.0,3.0,0,0,hr,low
Don Ferguson,0,0.67,0.55,5.0,193.0,3.0,0,0,technical,low
Christopher Berry,0,0.53,0.92,4.0,223.0,3.0,1,0,technical,low
Sallie McLaughlin,0,0.77,0.59,5.0,189.0,5.0,0,0,technical,low
Nina Aguilar,0,0.57,0.82,5.0,138.0,3.0,0,0,technical,low
Laura Morton,0,0.64,0.97,4.0,268.0,2.0,0,0,technical,low
Susan Peters,0,0.35,1.0,6.0,186.0,2.0,0,0,technical,low
Lily Fowler,0,0.66,0.71,3.0,136.0,3.0,1,0,technical,medium
Rodney Gomez,0,0.59,0.84,4.0,245.0,3.0,0,0,technical,medium
Earl Nunez,0,0.49,0.93,4.0,184.0,3.0,0,0,technical,medium
Jean Carr,0,0.91,0.99,5.0,152.0,3.0,0,0,technical,medium
Rebecca Carr,0,0.12,0.6,2.0,194.0,4.0,0,0,technical,medium
Gilbert Green,0,0.74,0.68,3.0,242.0,5.0,1,0,support,medium
Edith Dixon,0,0.84,0.94,4.0,246.0,2.0,1,0,support,medium
Eugenia Hines,0,0.51,0.99,4.0,211.0,3.0,0,0,support,medium
Gilbert Pope,0,0.94,0.71,4.0,189.0,3.0,0,0,support,medium
